EVE_IDF,EVE_TITULO,EVE_DATA_INICIO,EVE_DATA_TERMINO,EVE_REPETIR,EVE_DIA,BAI_DESCRICAO,ETE_DESCRICAO
4371,Aula de Dança Arte Geral - Ballet e Hip Hop,2018-10-19,2018-10-19,0,,Tatuquara,Lazer
4372,Passos na História Caminhada Rosa,2018-10-20,2018-10-20,0,,Tatuquara,Lazer
4373,Lazer nas regionais,2018-10-20,2018-10-20,0,,Capão Raso,Lazer
4374,Festa do Dia das Crianças - Regional Boqueirão,2018-10-20,2018-10-20,0,,Boqueirão,Lazer
4375,Oficina de Stand UP,2018-10-20,2018-10-20,0,,Cidade Industrial de Curitiba,Lazer
4376,Curitiba Brinca,2018-10-20,2018-10-20,0,,Boqueirão,Eventos Regionais
4377,Orientação em Academia ao Ar Livre,2018-10-19,2018-10-19,0,,Cidade Industrial de Curitiba,Eventos Regionais
4378,Talento Jovem,2018-10-17,2018-10-17,0,,Cidade Industrial de Curitiba,Eventos Regionais
4379,Dança Gaúcha,2018-10-19,2018-10-19,0,,Boa Vista,Eventos Regionais
4380,Dia das Crianças Regional CIC,2018-10-20,2018-10-20,0,,Cidade Industrial de Curitiba,Eventos Regionais
4381,Rugby em Cadeira de Rodas,2018-10-17,2018-10-17,0,,Boa Vista,Eventos Regionais
4382,Aulão de Capoeira – Associação Aruanda de Capoeria,2018-10-20,2018-10-20,1,2;4;7,Tinguí,Esporte
4397,Oficinas de: Canto; Violão; Dança; Desenho; Inglês e Espanhol,2018-10-19,2018-10-19,1,7,Cidade Industrial de Curitiba,Eventos Regionais
4398,Lazer no Clube,2018-12-05,2018-12-10,0,,Uberaba,Eventos Regionais
4399,Aulão de Capoeira – Associação Aruanda de Capoeira,2018-11-10,2018-11-10,0,,Tinguí,Eventos Regionais
4401,Aulão de Pilates,2018-10-27,2018-10-27,0,,Tinguí,Eventos Regionais
4403,Aulão de Ginástica Rosa,2018-10-24,2018-10-24,0,,Capão da Imbuia,Eventos Regionais
4404,Aula de Dança Arte Geral - Ballet e Hip Hop,2018-10-26,2018-10-26,1,7,Tatuquara,Eventos Regionais
4405,Lazer na Regional,2018-10-24,2018-10-24,0,,Capão Raso,Eventos Regionais
4406,Lazer na Regional,2018-11-10,2018-11-10,0,,Capão Raso,Eventos Regionais
4407,Festa Dia da Criança,2018-10-27,2018-10-27,0,,Pinheirinho,Eventos Regionais
4408,Dança Gaúcha,2018-10-28,2018-10-28,0,,Boa Vista,Eventos Regionais
4409,Corrida das Cem Voltas,2018-10-27,2018-10-27,0,,Jardim Botânico,Eventos Regionais
4411,Jogo Amistoso de Handebol,2018-10-24,2018-10-24,0,,Centro,Eventos Regionais
4412,Aulão de Ritmos,2018-10-24,2018-10-24,0,,Centro,Eventos Regionais
4413,Festival da Criança na Matriz,2018-10-24,2018-10-24,0,,Centro,Eventos Regionais
4414,Caminha Outubro Rosa,2018-10-26,2018-10-26,0,,Xaxim,Eventos Regionais
4415,Talento Jovem,2018-10-26,2018-10-26,0,,Centro,Eventos Regionais
4416,Torneio de Voleibol da AVP,2018-10-25,2018-10-25,0,,Centro,Eventos Regionais
4417,Campanha Outubro Rosa,2018-10-27,2018-10-27,0,,Bacacheri,Eventos Regionais
4418,Aulão Rosa,2018-10-27,2018-10-27,0,,Bacacheri,Eventos Regionais
4419,Dança Circular,2018-10-22,2018-10-29,0,,Centro,Eventos Regionais
4506,Lançamento - Verão Curitiba 2019,2018-10-26,2018-10-26,1,6,Boqueirão,Verão Curitiba
4507,Verão Curitiba 2019 - Parque Barigui,2018-10-28,2018-10-28,1,1;7,Santo Inácio,Verão Curitiba
4508,Verão Curitiba 2019 - Parque Náutico,2019-01-11,2019-01-11,1,1;7,Boqueirão,Verão Curitiba
4509,Verão Curitiba 2019 - Parque Lago Azul,2019-01-12,2019-02-24,1,1;7,Ganchinho,Verão Curitiba
4510,Verão Curitiba 2019 - Parque Passaúna,2019-01-12,2019-02-24,1,1;7,Augusta,Verão Curitiba
4514,Roda de Leitura: A Raiva; de Blandina Franco,2019-01-12,2019-02-24,1,4,Água Verde,Verão Curitiba
4515,Oficina com artesã; em parceria com o Programa Comunidade Escola,2019-01-12,2019-02-24,1,6,Barreirinha,Verão Curitiba
4516,Oficina de desenho,2019-01-16,2019-01-16,1,3,Barreirinha,Verão Curitiba
4517,Oficina de violão,2019-01-04,2019-01-04,1,5,Barreirinha,Verão Curitiba
4518,Oficina de desenho,2019-01-08,2019-01-08,1,3,Barreirinha,Verão Curitiba
4519,Leitura divertida: Arca de Ninguém; de Mariana Caltabiano,2019-01-10,2019-01-10,1,4,Barreirinha,Verão Curitiba
4520,Oficina de violão,2019-01-15,2019-01-15,1,5,Barreirinha,Verão Curitiba
4521,Oficina de desenho,2019-01-16,2019-01-16,1,3,Barreirinha,Verão Curitiba
4522,Leitura divertida com Livros 3D e Gibis,2019-01-17,2019-01-17,1,4,Barreirinha,Verão Curitiba
4523,Oficina de violão,2019-01-22,2019-01-22,1,5,Barreirinha,Verão Curitiba
4524,Oficina de desenho,2019-01-23,2019-01-23,1,3,Barreirinha,Verão Curitiba
4525,Leitura divertida: Adivinhe se puder; Eva Furnari,2019-01-24,2019-01-24,1,4,Barreirinha,Verão Curitiba
4526,Oficina de violão,2019-01-29,2019-01-29,1,5,Barreirinha,Verão Curitiba
4527,Brincadeira e Diversão: Tênis de Mesa,2019-01-30,2019-01-30,1,2;3;4;5;6,Barreirinha,Verão Curitiba
4528,Brincadeira e Diversão: Dominó,2019-01-31,2019-01-31,1,2;3;4;5;6,Santa Felicidade,Verão Curitiba
4529,Contação de Histórias Infantis,2019-01-04,2019-01-31,1,5,Santa Felicidade,Verão Curitiba
4530,Contação de Histórias Infantis,2019-01-04,2019-01-31,1,3,Santa Felicidade,Verão Curitiba
4531,Momento de Poesia: Caixa Mágica de Surpresas,2019-01-31,2019-01-31,1,6,Santa Felicidade,Verão Curitiba
4532,Leitura do Livro: As Três Partes,2019-01-29,2019-01-29,1,4,Santa Felicidade,Verão Curitiba
4533,Contação de Histórias Infantis,2019-01-25,2019-01-25,1,3,Santa Felicidade,Verão Curitiba
4534,Leitura: Gibi e Histórias Clássicas Infantis,2019-01-23,2019-01-23,1,6,Santa Felicidade,Verão Curitiba
4535,Contação de Histórias Infantis,2019-01-22,2019-01-22,1,3,Santa Felicidade,Verão Curitiba
4536,Leitura do Livro: As Três Partes,2019-01-18,2019-01-18,1,6,Santa Felicidade,Verão Curitiba
4537,Contação de Histórias Infantis,2019-01-15,2019-01-15,1,3,Santa Felicidade,Verão Curitiba
4538,Leitura e adivinhação nas histórias; Coleção Que Bicho Será?,2019-01-11,2019-01-11,1,6,Santa Felicidade,Verão Curitiba
4539,Brincadeira e Diversão: Jogos de tabuleiro,2019-01-08,2019-01-08,1,2;3;4;5;6,Xaxim,Verão Curitiba
4540,Contação de história clássica: Bambi; de Felix Salten,2019-01-04,2019-01-04,1,6,Xaxim,Verão Curitiba
4541,Oficina: Bolinhas de sabão,2019-01-07,2019-01-31,1,2,Xaxim,Verão Curitiba
4542,Oficina com artesã em parceria com o Programa Comunidade Escola,2019-01-04,2019-01-04,1,6,Xaxim,Verão Curitiba
4543,Oficina: Slime,2019-01-07,2019-01-07,1,2,Xaxim,Verão Curitiba
4544,Contação de história clássica: Pinóquio; de Carlo Collodi,2019-01-11,2019-01-11,1,6,Xaxim,Verão Curitiba
4545,Contação de Histórias e Oficina com Massa de Modelar,2019-01-14,2019-01-14,1,6,Xaxim,Verão Curitiba
4546,Oficina: Slime,2019-01-18,2019-01-18,1,2,Xaxim,Verão Curitiba
4547,Contação de Histórias e Oficina de Massa de Modelar,2019-01-18,2019-01-18,1,6,Xaxim,Verão Curitiba
4548,Contação de história clássica: Branca de Neve; dos Irmãos Grimm,2019-01-21,2019-01-21,1,2,Xaxim,Verão Curitiba
4549,Contação de História e Oficina com Massa de Modelar,2019-01-25,2019-01-25,1,2,Xaxim,Verão Curitiba
4550,Brincadeira e Diversão: Jogos de Tabuleiro,2019-01-28,2019-01-28,1,2;3;4;5;6,Pilarzinho,Verão Curitiba
4551,Atendimento ao Turista: Roteiros Turísticos; conhecendo Curitiba,2019-01-28,2019-01-28,1,2;3;4;5;6,Pilarzinho,Verão Curitiba
4552,Sessão de Cinema: O Pequeno Príncipe,2019-01-07,2019-01-31,1,5,Pilarzinho,Verão Curitiba
4553,Oficina de marcadores de livros,2019-01-07,2019-01-31,1,5,Pilarzinho,Verão Curitiba
4554,Contação de histórias: As 14 Pérolas da Índia: a serpente e o vagalume,2019-01-03,2019-01-03,1,3,Pilarzinho,Verão Curitiba
4555,Leitura e oficina de Histórias em Quadrinhos,2019-01-04,2019-01-04,1,4,Pilarzinho,Verão Curitiba
4556,Contação de histórias e oficina de marcadores de livros,2019-01-08,2019-01-08,1,6,Pilarzinho,Verão Curitiba
4557,Teatro de sombras: Oficina para confecção do material e roteiro,2019-01-09,2019-01-09,1,3,Pilarzinho,Verão Curitiba
4558,Leitura e oficina de História em Quadrinhos,2019-01-11,2019-01-11,1,4,Pilarzinho,Verão Curitiba
4559,Teatro de sombras: Oficina para confecção do material e roteiro,2019-01-15,2019-01-15,1,6,Pilarzinho,Verão Curitiba
4560,Roda de Conversa: Malala; a menina que queria ir para escola,2019-01-16,2019-01-16,1,3,Pilarzinho,Verão Curitiba
4561,Leitura e oficina de Histórias em Quadrinhos,2019-01-18,2019-01-18,1,4,Pilarzinho,Verão Curitiba
4562,Sessão de Cinema: Clássicos da Disney Branca de Neve e Cinderela,2019-01-22,2019-01-22,1,3,Pilarzinho,Verão Curitiba
4563,Leitura e oficina de Histórias em Quadrinhos,2019-01-23,2019-01-23,1,4,Pilarzinho,Verão Curitiba
4564,Oficina de marcadores de livros,2019-01-29,2019-01-29,1,5,Pilarzinho,Verão Curitiba
4565,Brincadeira e Diversão: Jogos de Tabuleiro,2019-01-30,2019-01-30,1,2;3;4;5;6,Bigorrilho,Verão Curitiba
4566,Curta Curitiba: Apresentação de roteiros turísticos e roda de conversa,2019-01-31,2019-01-31,1,6,Bigorrilho,Verão Curitiba
4567,Oficina: Bolinhas de sabão,2019-01-07,2019-01-31,1,3,Bigorrilho,Verão Curitiba
4568,Curta Curitiba: Apresentação de roteiros turísticos e roda de conversa,2019-01-04,2019-01-04,1,6,Bigorrilho,Verão Curitiba
4569,Oficina: Slime,2019-01-08,2019-01-08,1,3,Bigorrilho,Verão Curitiba
4570,Curta Curitiba: Apresentação de roteiros turísticos e roda de conversa,2019-01-11,2019-01-11,1,6,Bigorrilho,Verão Curitiba
4571,Oficina: Quebra-cabeça,2019-01-15,2019-01-15,1,3,Bigorrilho,Verão Curitiba
4572,Curta Curitiba: Apresentação de roteiros turísticos e roda de conversa,2019-01-18,2019-01-18,1,6,Bigorrilho,Verão Curitiba
4573,Oficina: Slime,2019-01-22,2019-01-22,1,3,Bigorrilho,Verão Curitiba
4574,Brincadeira e Diversão: Tênis de Mesa,2019-01-25,2019-01-25,1,2;3;4;5;6,Cidade Industrial de Curitiba,Verão Curitiba
4575,Roda de Leitura: A raiva; Blandina Franco,2019-01-29,2019-01-29,1,5,Cidade Industrial de Curitiba,Verão Curitiba
4576,Cinema no Farol: Vingadores - Guerra Infinita,2019-01-07,2019-01-31,1,3,Cidade Industrial de Curitiba,Verão Curitiba
4577,Roda de leitura: Contos de enganar a morte; Ernani Ssó,2019-01-03,2019-01-03,1,3,Cidade Industrial de Curitiba,Verão Curitiba
4578,Cinema no Farol: Pé pequeno,2019-01-08,2019-01-08,1,4,Cidade Industrial de Curitiba,Verão Curitiba
4579,Chá literário: O menino do dedo sangrando; conto popular,2019-01-15,2019-01-15,1,5,Cidade Industrial de Curitiba,Verão Curitiba
4580,Oficina com Artesã em parceria com o Programa Comunidade Escola,2019-01-16,2019-01-16,1,6,Cidade Industrial de Curitiba,Verão Curitiba
4581,Roda de leitura: Contos de enganar a morte; Ernani Ssó,2019-01-17,2019-01-17,1,3,Cidade Industrial de Curitiba,Verão Curitiba
4582,Cinema no Farol: Dragon Ball Heroes,2019-01-18,2019-01-18,1,4,Cidade Industrial de Curitiba,Verão Curitiba
4583,Biblioteca e Diversão: Dominó,2019-01-22,2019-01-22,1,5,Água Verde,Verão Curitiba
4584,Roda de leitura: Contos para enganar a morte; Ernani Ssó,2019-01-23,2019-01-23,1,3,Cidade Industrial de Curitiba,Verão Curitiba
4585,Cinema no Farol: 4 vidas de um cachorro,2019-01-31,2019-01-31,1,4,Cidade Industrial de Curitiba,Verão Curitiba
4586,Chá literário: O macaco e a onça; de Ricardo Azevedo,2019-01-29,2019-01-29,1,5,Cidade Industrial de Curitiba,Verão Curitiba
4587,Roda de Leitura: O Coelho que Cruzou o Mar; lenda japoesa,2019-01-30,2019-01-30,1,4,Água Verde,Verão Curitiba
4588,Brincadeira e Diversão: Xadrez Gigante,2019-01-31,2019-01-31,1,2;3;4;5;6,Vista Alegre,Verão Curitiba
4589,Brincadeira e Diversão: Xadrez Gigante,2019-01-30,2019-01-30,1,3,Água Verde,Verão Curitiba
4590,Na praça tem... Histórias - Leitura ao ar livre,2019-01-07,2019-01-31,1,5,Vista Alegre,Verão Curitiba
4591,Roda de Leitura: Monstro Amor; de Rachel Bright,2019-01-29,2019-01-29,1,2,Água Verde,Verão Curitiba
4592,Desenho com papel kraft e giz de cera,2019-01-03,2019-01-03,1,2,Vista Alegre,Verão Curitiba
4593,Confecção de Varal Literário,2019-01-20,2019-01-28,1,4,Vista Alegre,Verão Curitiba
4594,Na praça tem... Histórias! - Leitura ao ar livre,2019-01-07,2019-01-07,1,4,Vista Alegre,Verão Curitiba
4595,Oficina de Origami,2019-01-09,2019-01-09,1,6,Água Verde,Verão Curitiba
4596,Brincadeiras com massinha de modelar,2019-01-16,2019-01-16,1,6,Vista Alegre,Verão Curitiba
4597,Brincadeira e Diversão: Dominó,2019-01-25,2019-01-25,1,5,Água Verde,Verão Curitiba
4598,Jogos recreativos,2019-01-18,2019-01-18,1,2,Vista Alegre,Verão Curitiba
4599,Na praça tem... Histórias! - Leitura ao ar livre,2019-01-24,2019-01-24,1,4,Vista Alegre,Verão Curitiba
4600,Roda de Leitura: É Um Livro; de Lane Smith,2019-01-21,2019-01-21,1,4,Água Verde,Verão Curitiba
4601,Na praça tem... Histórias! - Leitura ao ar livre,2019-01-23,2019-01-23,1,3,Vista Alegre,Verão Curitiba
4602,Contação de histórias e customização de camisetas,2019-01-23,2019-01-23,1,4,Vista Alegre,Verão Curitiba
4603,Brincadeira e Diversão: Xadrez Gigante,2019-01-29,2019-01-29,1,3,Água Verde,Verão Curitiba
4604,Roda de Leitura: A Árvore Generosa; de Shel Silverstein,2019-01-30,2019-01-30,1,2,Água Verde,Verão Curitiba
4605,Brincadeira e Diversão: Xadrez Gigante,2019-01-22,2019-01-22,1,2;3;4;5;6,Umbará,Verão Curitiba
4606,Oficina de Origami,2019-01-21,2019-01-21,1,6,Água Verde,Verão Curitiba
4607,Contação de História: A bruxa Salomé; de Audrey Wood,2019-01-07,2019-01-07,1,4,Umbará,Verão Curitiba
4608,Informática Básica e Uso de Smartphone,2019-01-18,2019-01-18,1,5,Umbará,Verão Curitiba
4609,Brincadeira e Diversão: Dominó,2019-01-02,2019-01-02,1,5,Água Verde,Verão Curitiba
4610,Informática Básica e Uso de Smartphone,2019-01-03,2019-01-03,1,3,Umbará,Verão Curitiba
4611,Contação de História: A Casa do Franquis Tem; de Jonas Matos,2019-01-17,2019-01-17,1,4,Umbará,Verão Curitiba
4612,Informática Básica e Uso de Smartphone,2019-01-08,2019-01-08,1,5,Umbará,Verão Curitiba
4613,Informática Básica e Uso de Smartphone,2019-01-09,2019-01-09,1,3,Umbará,Verão Curitiba
4614,Roda de Leitura: A Raiva; de Blandina Franco,2019-01-10,2019-01-10,1,4,Água Verde,Verão Curitiba
4615,Contação de história: Minha professora é um monstro; de Peter Brown,2019-01-15,2019-01-15,1,4,Umbará,Verão Curitiba
4616,Informática Básica e Uso de Smartphone,2019-01-16,2019-01-16,1,5,Umbará,Verão Curitiba
4617,Informática Básica e Uso de Smartphone,2019-01-16,2019-01-16,1,3,Umbará,Verão Curitiba
4618,Contação de história: A Girafa sem sono; de Liliana Michele Iacocca,2019-01-17,2019-01-17,1,4,Umbará,Verão Curitiba
4619,Brincadeira e Diversão: Dominó,2019-01-22,2019-01-22,1,5,Água Verde,Verão Curitiba
4620,Informática Básica e Uso de Smartphone,2019-01-23,2019-01-23,1,5,Umbará,Verão Curitiba
4621,Roda de Leitura com Kely Medeuris da Casa da Leitura Walmor Marcellino,2019-01-10,2019-01-10,1,6,Umbará,Verão Curitiba
4622,Oficina de Origami,2019-01-24,2019-01-24,1,6,Água Verde,Verão Curitiba
4623,Roda de Leitura: O Pilão Magico; lenda japonesa,2019-01-25,2019-01-25,1,2,Água Verde,Verão Curitiba
4624,Oficina com artesã em parceria com o Programa Comunidade Escola,2019-01-11,2019-01-11,1,6,Umbará,Verão Curitiba
4625,Informática Básica e Uso de Smartphone,2019-01-14,2019-01-14,1,3,Umbará,Verão Curitiba
4626,Brincadeira e Diversão: Xadrez Gigante,2019-01-25,2019-01-25,1,3,Água Verde,Verão Curitiba
4627,Contação de Histórias: Adivinhe se puder; de Eva Furnari,2019-01-29,2019-01-29,1,4,Umbará,Verão Curitiba
4628,Brincadeira e Diversão: Jogos de tabuleiro,2019-01-15,2019-01-15,1,2;3;4;5;6,Santa Quitéria,Verão Curitiba
4629,Criação de um varal literário com histórias infantis,2019-01-30,2019-01-30,1,5,Santa Quitéria,Verão Curitiba
4630,Leitura e roda de conversa sobre passeios em Curitiba: parques,2019-01-07,2019-01-07,1,3,Santa Quitéria,Verão Curitiba
4631,Leitura e roda de conversa sobre passeios em Curitiba: museus,2019-01-03,2019-01-03,1,3,Santa Quitéria,Verão Curitiba
4632,Leitura e roda de conversa sobre passeios em Curitiba: bibliotecas,2019-01-08,2019-01-08,1,3,Santa Quitéria,Verão Curitiba
4633,Leitura e roda de conversa sobre Curitiba: locais turísticos,2019-01-15,2019-01-15,1,3,Santa Quitéria,Verão Curitiba
4634,Oficina e exposição de desenhos,2019-01-22,2019-01-22,1,5,Santa Quitéria,Verão Curitiba
4635,Contação de Histórias,2019-01-29,2019-01-29,1,5;6,Vista Alegre,Verão Curitiba
4636,Contação de Histórias,2019-01-31,2019-01-31,1,1;7,Vista Alegre,Verão Curitiba
4637,Ação educativa sobre à dengue; leptospirose; febre amarela e raiva,2019-01-10,2019-01-11,1,7,Santo Inácio,Verão Curitiba
4638,Ação educativa sobre à dengue; leptospirose; febre amarela e raiva,2019-01-12,2019-01-13,0,,Santo Inácio,Verão Curitiba
4639,Contação de Histórias,2019-01-12,2019-01-12,1,3;4;5;6,Vista Alegre,Verão Curitiba
4640,Ação educativa sobre à dengue; leptospirose; febre amarela e raiva,2019-01-13,2019-01-13,1,1;7,Santo Inácio,Verão Curitiba
4641,Ação educativa sobre à dengue; leptospirose; febre amarela e raiva,2019-01-15,2019-01-18,1,1;7,Santo Inácio,Verão Curitiba
4642,Contação de Histórias,2019-01-19,2019-01-20,1,1;7,Vista Alegre,Verão Curitiba
4643,Ação educativa sobre à dengue; leptospirose; febre amarela e raiva,2019-01-26,2019-01-27,1,1;7,Augusta,Verão Curitiba
4644,Ação educativa sobre à dengue; leptospirose; febre amarela e raiva,2019-01-19,2019-01-20,1,1;7,Augusta,Verão Curitiba
4645,Contação de Histórias,2019-01-12,2019-01-13,1,3;4;5;6,Vista Alegre,Verão Curitiba
4646,Ação educativa sobre à dengue; leptospirose; febre amarela e raiva,2019-01-19,2019-01-20,0,,Augusta,Verão Curitiba
4647,Equipe de odontologia faz orientações sobre Saúde Bucal,2019-01-22,2019-01-25,1,1;7,Augusta,Verão Curitiba
4648,Contação de Histórias,2019-01-26,2019-01-27,1,1;7,Vista Alegre,Verão Curitiba
4649,Equipe de odontologia faz orientações sobre Saúde Bucal,2019-01-12,2019-01-13,1,1;7,Augusta,Verão Curitiba
4650,Equipe de odontologia faz orientações sobre Saúde Bucal,2019-01-26,2019-01-27,1,1;7,Augusta,Verão Curitiba
4651,Contação de Histórias,2019-01-19,2019-01-20,1,3;4;5,Vista Alegre,Verão Curitiba
4652,Orientações sobre o Programa Escute o Seu Coração,2019-01-26,2019-01-27,1,1;7,Augusta,Verão Curitiba
4653,Ação educativa sobre à dengue; leptospirose; febre amarela e raiva,2019-01-29,2019-01-31,1,1;7,Boqueirão,Verão Curitiba
4654,Orientações sobre cuidados com temperaturas altas e a exposição solar,2019-01-12,2019-01-27,1,1;7,Boqueirão,Verão Curitiba
4655,Orientações sobre o Programa Escute o Seu Coração,2019-01-12,2019-01-27,1,1;7,Boqueirão,Verão Curitiba
4656,Ação educativa sobre à dengue; leptospirose; febre amarela e raiva,2019-01-12,2019-01-27,1,1;7,Umbará,Verão Curitiba
4657,Orientações sobre o Programa Escute o Seu Coração,2019-01-12,2019-01-27,0,,Umbará,Verão Curitiba
4658,Orientações sobre planejamento familiar e saúde bucal,2019-01-12,2019-01-27,0,,Seminário,Verão Curitiba
4659,Atendimento ao turista: Roteiros Turísticos; conhecendo Curitiba,2019-01-12,2019-01-27,1,6,Centro Cívico,Verão Curitiba
4660,Atendimento ao turista: Roteiros Turísticos; conhecendo Curitiba,2019-01-12,2019-01-27,1,2,Centro Cívico,Verão Curitiba
4661,Brincadeira e Diversão: Jogos de Tabuleiro,2019-01-11,2019-01-11,1,3,Centro Cívico,Verão Curitiba
4662,"Roda de Leitura: Crônicas; coleção ""Para gostar de Ler - vol.1""",2019-01-14,2019-01-14,1,4,Centro Cívico,Verão Curitiba
4663,Brincadeira e Diversão: Jogos de Tabuleiro,2019-01-15,2019-01-15,1,5,Centro Cívico,Verão Curitiba
4664,Atendimento ao turista: Roteiros Turísticos; conhecendo Curitiba,2019-01-16,2019-01-16,1,6,Centro Cívico,Verão Curitiba
4665,Atendimento ao turista: Roteiros Turísticos; conhecendo Curitiba,2019-01-17,2019-01-17,1,2,Centro Cívico,Verão Curitiba
4666,Brincadeira e Diversão: Jogos de Tabuleiro,2019-01-18,2019-01-18,1,3,Centro Cívico,Verão Curitiba
4667,"Roda de Leitura: Crônicas; coleção ""Para gostar de Ler - vol.1""",2019-01-21,2019-01-21,1,4,Centro Cívico,Verão Curitiba
4668,Brincadeira e Diversão: Jogos de Tabuleiro,2019-01-22,2019-01-22,0,,Centro Cívico,Verão Curitiba
4669,Atendimento ao turista: Roteiros Turísticos; conhecendo Curitiba,2019-01-23,2019-01-23,1,6,Centro Cívico,Verão Curitiba
4670,Atendimento ao turista: Roteiros Turísticos; conhecendo Curitiba,2019-01-24,2019-01-24,1,2,Centro Cívico,Verão Curitiba
4671,Brincadeira e Diversão: Jogos de Tabuleiro,2019-01-25,2019-01-25,1,3,Centro Cívico,Verão Curitiba
4672,"Roda de Leitura: Crônicas; coleção ""Para gostar de Ler - vol.1""",2019-01-28,2019-01-28,1,4,Centro Cívico,Verão Curitiba
4673,Brincadeira e Diversão: Jogos de Tabuleiro,2019-01-29,2019-01-29,1,5,Centro Cívico,Verão Curitiba
4674,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-01-30,2019-01-30,1,1;7,Santo Inácio,Verão Curitiba
4675,Atendimento ao turista: Roteiros Turísticos; conhecendo Curitiba,2019-01-31,2019-01-31,1,4;5,Santo Inácio,Verão Curitiba
4676,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-02,2019-02-03,1,1;7,Santo Inácio,Verão Curitiba
4677,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-02,2019-02-03,1,1;7,Santo Inácio,Verão Curitiba
4678,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-09,2019-02-10,1,1;7,Santo Inácio,Verão Curitiba
4679,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-16,2019-02-17,1,1;7,Augusta,Verão Curitiba
4680,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-23,2019-02-24,1,1;7,Augusta,Verão Curitiba
4681,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-02,2019-02-03,1,1;7,Augusta,Verão Curitiba
4682,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-09,2019-02-10,1,1;7,Augusta,Verão Curitiba
4683,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-16,2019-02-17,1,1;7,Boqueirão,Verão Curitiba
4684,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-23,2019-02-24,1,1;7,Boqueirão,Verão Curitiba
4685,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-02,2019-02-03,1,7,Boqueirão,Verão Curitiba
4686,Ação educativa sobre a dengue; leptospirose; febre amarela e raiva,2019-02-09,2019-02-10,1,1;7,Boqueirão,Verão Curitiba
4687,Abertura Verão Curitiba – Circo Rhoney Espetacular Circus,2019-02-16,2019-02-17,1,6,Boqueirão,Verão Curitiba
4688,Circo Rhoney Espetacular Circus,2019-02-23,2019-02-24,1,7,Boqueirão,Verão Curitiba
4689,Circo Rhoney Espetacular Circus,2019-01-11,2019-01-11,1,1,Boqueirão,Verão Curitiba
4690,Circo Rhoney Espetacular Circus,2019-01-12,2019-01-12,1,1;7,Boqueirão,Verão Curitiba
4691,Circo Rhoney Espetacular Circus,2019-01-13,2019-01-13,1,1;7,Boqueirão,Verão Curitiba
4692,Circo Rhoney Espetacular Circus,2019-01-19,2019-01-20,1,1;7,Boqueirão,Verão Curitiba
4693,Circo Rhoney Espetacular Circus,2019-01-26,2019-01-27,1,1;7,Boqueirão,Verão Curitiba
4694,Circo Rhoney Espetacular Circus,2019-02-02,2019-02-03,1,1;7,Boqueirão,Verão Curitiba
4695,Circo Rhoney Espetacular Circus,2019-02-09,2019-02-10,1,1;7,Boqueirão,Verão Curitiba
4696,Circo Zanchettini,2019-02-16,2019-02-17,1,1;7,Bigorrilho,Verão Curitiba
4697,Circo Zanchettini,2019-02-23,2019-02-24,1,1;7,Bigorrilho,Verão Curitiba
4698,Circo Zanchettini,2019-01-12,2019-01-13,1,1;7,Bigorrilho,Verão Curitiba
4699,Circo Zanchettini,2019-01-19,2019-01-20,1,1;7,Bigorrilho,Verão Curitiba
4700,Circo Zanchettini,2019-01-26,2019-01-27,1,1;7,Bigorrilho,Verão Curitiba
4701,Circo Zanchettini,2019-02-02,2019-02-03,1,1;7,Bigorrilho,Verão Curitiba
4702,Circo Zanchettini,2019-02-09,2019-02-10,1,1;7,Bigorrilho,Verão Curitiba
4703,Oficina de música,2019-02-16,2019-02-17,1,7,Ganchinho,Verão Curitiba
4704,Oficina de música,2019-02-23,2019-02-24,1,7,Ganchinho,Verão Curitiba
4705,Ônibus Palco,2019-01-20,2019-01-20,1,1,Ganchinho,Verão Curitiba
4706,Ônibus Palco,2019-01-26,2019-01-26,1,7,Ganchinho,Verão Curitiba
4707,Ônibus Palco,2019-02-03,2019-02-03,1,1,Ganchinho,Verão Curitiba
4708,Ônibus Palco,2019-02-09,2019-02-09,1,7,Ganchinho,Verão Curitiba
4709,Oficina de música,2019-02-17,2019-02-17,1,7,Augusta,Verão Curitiba
4710,Oficina de música,2019-02-23,2019-02-23,1,1,Augusta,Verão Curitiba
4711,Ônibus Palco,2019-01-19,2019-01-19,1,7,Augusta,Verão Curitiba
4712,Ônibus Palco,2019-01-27,2019-01-27,1,1,Augusta,Verão Curitiba
4713,Ônibus Palco,2019-02-02,2019-02-02,1,7,Augusta,Verão Curitiba
4714,Ônibus Palco,2019-02-10,2019-02-10,1,1,Augusta,Verão Curitiba
4715,Recolhimento de lixo eletrônico no Barigui,2019-02-16,2019-02-16,1,7,Bigorrilho,Verão Curitiba
